X,Y,amenity,name,ele,addr:street,addr:housenumber,addr:postcode,addr:state,addr:city,website,phone,wikidata,wheelchair,operator,opening_hours,wikipedia,addr:country
-73.58336,43.1074921975452,school,Schuylerville Middle School,,,,,,,,,,,,,,
-73.5756539,43.1182773975452,school,Schuylerville Prep School,24,,,,,,,,,,,,,
-77.2963747,43.0945076975452,school,Science Hill School,167,,,,,,,,,,,,,
-73.9569444,40.6494444975452,school,"Science, Technology And Research High School",14,,,,,,,,,,,,,
-77.9763925,42.1722906975452,school,Scio Central School,446,,,,,,,,,,,,,
-73.3520572,43.6117327975452,school,Sciota School,88,,,,,,,,,,,,,
-74.3241667,41.4144444975452,school,Scotchtown Avenue School,161,,,,,,,,,,,,,
-73.9733333,42.8358333975452,school,Scotia-Glenville High School,86,,,,,,,,,,,,,
-73.9791667,42.8352778975452,school,Scotia-Glenville Middle School,87,,,,,,,,,,,,,
-76.2446517,42.7361794975452,school,Scott School,431,,,,,,,,,,,,,
-77.4836225,43.1572137975452,school,Scribner Road Elementary,,,,,,,,,,,,,,
-73.9915279,40.6614924975452,school,Seafarers School,28,,,,,,,,,,,,,
-73.4965144,40.6676012975452,school,Seaford Avenue School (Historical,5,,,,,,,,,,,,,
-73.5001259,40.6570458975452,school,Seaford Harbor School,3,,,,,,,,,,,,,
-73.4865139,40.6848230975452,school,Seaford Manor School,10,,,,,,,,,,,,,
-73.4883333,40.6852778975452,school,Seaford Middle School,10,,,,,,,,,,,,,
-78.9897617,42.2389498975452,school,Seager Hill School,500,,,,,,,,,,,,,
-73.4898473,40.6964895975452,school,Seamans Neck School,14,,,,,,,,,,,,,
-73.9786543,40.6694364975452,school,Secondary School for Journalism,,,,,,,,,,,,,,
-73.9783679,40.6692986975452,school,Secondary School for Law,,,,,,,,,,,,,,
-74.6404205,42.8878509975452,school,Seeber Lane School,242,,,,,,,,,,,,,
-73.0326069,40.8698208975452,school,Selden Bicycle Path School,26,,,,,,,,,,,,,
-78.8322565,42.9228357975452,school,Seneca High School,204,,,,,,,,,,,,,
-79.0022294,42.5437153975452,school,Seneca Nation Early Childhood Learning Center,,Hënödeyë’sta,2016,14081,,Irving,,,,,,,,
-78.7531808,42.1580638975452,school,Seneca Nation of Indians Early Childhood Learning Center,,,,,,,,,,,,,,
-78.9921978,42.5369639975452,school,Seneca Nation of Indians Early Childhood Learning Center,,,,,,,,,,,,,,
-75.6536111,43.0861111975452,school,Seneca Street Public School,135,,,,,,,,,limited,,,,
-73.9034694,40.9134324975452,school,Seton Academy,48,,,,,,,,,,,,,
-75.9285794,42.0984846975452,school,Seton Catholic Central High School,279,Seminary Avenue,70,13905,NY,Binghamton,,,,,,,,
-79.041433,43.0989445975452,school,Seventeenth Street School,180,,,,,,,,,,,,,
-78.9730971,43.0845004975452,school,Seventyninth Street School,175,,,,,,,,,,,,,
-74.3558333,41.3338889975452,school,Seward Institute,138,,,,,,,,,,,,,
-73.9894777,40.7172511975452,school,Seward Park High School,11,,,,,,,,,,,,,
-76.5568857,42.9206227975452,school,Seward School,221,,,,,,,,,,,,,
-76.1587046,43.0420469975452,school,Seymour Dual Language Academy,120,Shonnard Street,108,13204,NY,Syracuse,http://www.syracusecityschools.com/districtpage.cfm?pageid=167,315 435 4645,,,,,,US
-73.6511111,41.9758333975452,school,Seymour Smith Elementary School,146,,,,,,,,,,,,,
-73.7830556,42.7097222975452,school,Shaker Road Elementary School,90,,,,,,,,,,,,,
-78.9153129,42.7217257975452,school,Shaleton School,217,,,,,,,,,,,,,
-74.6249986,42.7880235975452,school,Sharon Springs School,,,,,,,,,,,,,,
-73.7882301,42.8592793975452,school,Shatekon Elementary School,,Maxwell Drive,35,12065,,Clifton Park,https://www.shenet.org/ES_shatekon/Shatekon_home.cfm,518-881-0580,,,,,,
-74.580975,43.0120165975452,school,Shaver School,258,,,,,,,,,,,,,
-73.7153051,40.6722193975452,school,Shaw Avenue School,8,,,,,,,,,,,,,
-73.9363889,41.6113889975452,school,Sheafe Road Elementary School,78,,,,,,,,,,,,,
-73.8000405,42.8619583975452,school,Shenendehowa High School East,97,,,,,,,,,,,,,
-73.3998415,40.8895426975452,school,Shepherd School,56,,,,,,,,,,,,,
-75.4939,42.6759000975452,school,Sherburne Central School,324,,,,,,,,,,,,,
-75.4967,42.6912000975452,school,Sherburne-Earlville High School,335,,,,,,,,,,,,,
-73.7667292,42.6617245975452,school,Sheridan Preparatory Academy,67,,,,,,,,,,,,,
-78.8793361,42.9590515975452,school,Sheridan School,186,,,,,,,,,,,,,
-75.4875,44.6950000975452,school,Sherman Elementary School,91,,,,,,,,,,,,,
-75.9166667,43.9636111975452,school,Sherman School,149,,,,,,,,,,,,,
-72.4323088,40.8728782975452,school,Shinnecock School,3,,,,,,,,,,,,,
-73.5317479,40.6518328975452,school,Shore Road Intermediate Center,3,,,,,,,,,,,,,
-73.6095482,40.6759181975452,school,Shubert Elementary School,10,,,,,,,,,,,,,
-73.6888889,40.6650000975452,school,Shulamith School,6,,,,,,,,,,,,,
-75.2602778,42.2950000975452,school,Sidney Center Elementary School,417,,,,,,,,,,,,,
-75.3848483,42.3048707975452,school,Sidney Elementary School,336,,,,,,,,,,,,,
-75.3872222,42.3038889975452,school,Sidney High School,336,,,,,,,,Q7509129,,,,,
-75.3856794,42.3053158975452,school,Sidney Middle School,333,,,,,,,,,,,,,
-78.9653183,43.0286675975452,school,Sidway School,183,,,,,,,,,,,,,
-73.752219,42.7185395975452,school,Siena College,102,,,,,,,,,,,,,
-73.3694044,40.8110884975452,school,Signal Hill Elementary School,64,,,,,,,,,,,,,
-79.1636509,42.5328363975452,school,Silver Creek Central School,216,Dickinson Street,1,,ny,Silver Creek,http://www.silvercreekschools.org/,,Q7515959,,,,en:Silver Creek Central School District,
-75.9094444,43.9838889975452,school,Sisters of Saint Joseph Conservatory of Music,140,,,,,,,,,,,,,
-73.8093001,40.8987106975452,school,Siwanoy School,11,,,,,,,,,,,,,
-73.7823476,42.2492539975452,school,Sixth Street School,42,,,,,,,,,,,,,
-78.9953202,43.0836670975452,school,Sixtieth Street School,174,,,,,,,,,,,,,
-78.9889311,43.0867226975452,school,Sixtysixth Street School,174,,,,,,,,,,,,,
-76.4207681,42.9514554975452,school,Skaneateles High School,307,East Elizabeth Street,49,13152,NY,Skaneateles,,,Q7533925,,,,en:Skaneateles High School,US
-76.4217051,42.9523495975452,school,Skaneateles Middle School,,,,,,,,,,,,,,
-76.8619033,42.8953442975452,school,Skol-Yase School,141,,,,,,,,,,,,,
-73.9894375,40.7366549975452,school,Skowhegan School of Painting and Sculpture,12,,,,,,,,,,,,,
-73.8575649,41.0837656975452,school,Sleepy Hollow High School,49,North Broadway,210,,,,,,,,,,,
-73.8611111,42.6266667975452,school,Slingerlands Elementary School,68,,,,,,,,,,,,,
-74.066547,41.1165421975452,school,Slonim Yeshiva Institute,158,,,,,,,,,,,,,
-78.7753105,42.9689467975452,school,Smallwood Drive School,190,,,,,,,,,,,,,
-74.1208333,41.3336111975452,school,Smith Clove Elementary School,151,,,,,,,,,,,,,
-76.1607581,43.0522888975452,school,Smith High School,122,,,,,,,,,,,,,
-76.1052007,43.1367342975452,school,Smith Road School,122,,,,,,,,,,,,,
-77.0827472,42.1628521975452,school,Smith School,293,,,,,,,,,,,,,
-73.645963,40.6437141975452,school,Smith School,3,,,,,,,,,,,,,
-73.9068026,41.7756490975452,school,Smith School,70,,,,,,,,,,,,,
-73.5829054,40.6923238975452,school,Smith Street Elementary School,15,,,,,,,,,,,,,
-73.1996725,40.8540545975452,school,Smithtown High School,18,,,,,,,,,,,,,
-78.9651225,43.0177971975452,school,Snap Fitness,,,,,,,,,,,,,,
-73.461502,42.7386894975452,school,Snyder School,473,,,,,,,,,,,,,
-73.6188889,40.8566667975452,school,Solomon Schechter Middle-High School,37,,,,,,,,,,,,,
-73.9654683,40.7951769975452,school,Solomon Schechter School of Manhattan,,,,,,,https://www.sssm.org/,,Q7558740,,,,,
-75.9254761,42.6164582975452,school,Solon Pond School,437,,,,,,,,,,,,,
-73.6967972,41.3253719975452,school,Somers Intermediate School,80,,,,,,,,,yes,,,,
-73.6970222,41.3257142975452,school,Somers Intermediate School,,,,,,,,,,yes,,,,
-73.6948528,41.3264830975452,school,Somers Middle School,80,,,,,,,,,,,,,
-73.9920505,40.6630068975452,school,Soterios Ellenas Parochial School,24,18th Street,224,,,Brooklyn,,+1-718-499-5900,,,,,,
-76.2243716,43.1745122975452,school,Soule Road School,120,,,,,,,,,,,,,
-73.952134,40.8095902975452,school,Soul Saving Station of Christ Crusader School,9,West 124th Street,302,10027,,,,,,,,,,
-78.6836425,43.1358907975452,school,Southard School,189,,,,,,,,,,,,,
-73.4612244,43.5561785975452,school,South Bay School,102,,,,,,,,,,,,,
-73.9027778,40.8183333975452,school,South Bronx Head Start Center Number 1,18,,,,,,,,,,,,,
-78.804215,42.8630000975452,school,South Buffalo Charter School,,,,,,,,,,,,,,
-78.7518319,42.7635282975452,school,South Davis Elementary School,,,,,,,,,,,,,,
-73.4947763,42.8163887975452,school,South District School,185,,,,,,,,,,,,,
-73.43803,40.8899512975452,school,Southdown Primary School,32,,,,,,,,,,,,,
-73.2283213,40.7658513975452,school,Southeast Elementary School,16,,,,,,,,,,,,,
-73.4729022,40.6976005975452,school,Southedge Junior High School,14,,,,,,,,,,,,,
-76.6152221,42.7339594975452,school,Southern Cayuga High School,322,,,,,,,,,,,,,
-78.4314086,42.0750650975452,school,Southern Tier Catholic School,436,,,,,,,,,,,,,
-73.7758333,42.7208333975452,school,Southgate School,107,,,,,,,,,,,,,
-73.2976187,40.7153769975452,school,Southgate School,7,,,,,,,,,,,,,
-73.505691,40.7995076975452,school,South Grove Elementary School,57,,,,,,,,,,,,,
-73.3912431,40.8225079975452,school,South Huntington Public Library,74,Pidgeon Hill Road,145,11746,NY,South Huntington,,,,,,,,
-79.0458774,43.0925556975452,school,South Junior High School,185,,,,,,,,,,,,,
-74.6990433,42.3517489975452,school,South Kortright Central School,476,,,,,,,,,,,,,
-76.4943842,42.5486831975452,school,South Lansing School for Girls,284,,,,,,,,,,,,,
-75.3946227,43.6359025975452,school,South Lewis High School,369,,,,,,,,,,,,,
-73.26611,40.7663900975452,school,South Middle School,25,,,,,,,,,,,,,
-73.9694387,41.0618895975452,school,South Orangetown Middle School,47,,,,,,,,,,,,,
-78.8239433,42.8529379975452,school,South Park High School,,Southside Pky,,,,,,,,,,,,
-78.9542062,42.9947789975452,school,South Parkway School,181,,,,,,,,,,,,,
-73.3001175,40.8031539975452,school,South Ridge School,46,,,,,,,,,,,,,
-73.6742961,40.8184337975452,school,South Salem School,64,,,,,,,,,,,,,
-73.5428512,40.6927975975452,school,South Shore Country Day School,13,,,,,,,,,,,,,
-73.9175544,40.6336432975452,school,South Shore High School,4,,,,,,,,Q7568442,,,,,
-73.6209622,40.6673246975452,school,South Side High School,10,,,,,,,,,,,,,
-78.8225612,42.8608097975452,school,Southside Junior High School,178,,,,,,,,,,,,,
-73.64389,40.6622200975452,school,South Side Middle School,8,,,,,,,,,,,,,
-78.6122477,42.7600598975452,school,Southside School,277,,,,,,,,,,,,,
-75.7491667,43.0738889975452,school,South Side School,144,,,,,,,,,no,,,,
-79.2917154,42.0911686975452,school,Southwestern Central School,441,,,,,,,,,,,,,
-73.486237,40.8311443975452,school,South Woods Middle School,68,,,,,,,,,,,,,
-73.8577778,43.0266667975452,school,Spa Christian School,126,,,,,,,,,,,,,
-73.9184033,41.0438002975452,school,Sparkill School,17,,,,,,,,,,,,,
-73.9552015,40.7849572975452,school,Spence Lower School,,East 93rd Street,56,10128,,New York,https://www.spenceschool.org/page/program/lower-school,+1 212 289 5940,,,The Spence School,,,
-76.5555556,42.1997222975452,school,Spencer-Van Etten Elementary School,312,,,,,,,,,,,,,
-76.5222222,42.2038889975452,school,Spencer-Van Etten High School,312,,,,,,,,,,,,,
-76.4958333,42.2133333975452,school,Spencer-Van Etten Middle School,301,,,,,,,,,,,,,
-73.9571,40.7840460975452,school,Spence School,33,,,,,,https://www.spenceschool.org/,,Q7575953,,,,,
-73.9852408,40.7691687975452,school,Speyer Legacy School,,9th Avenue,925,10019,,New York,https://www.speyerlegacyschool.org/,+1 212 581 4000,,,,,,
-73.9562333,40.8144703975452,school,Speyer School (Historic Site),8,West 125th Street,512-516,10027,NY,New York,http://daytoninmanhattan.blogspot.com/2014/06/the-1902-speyer-school-nos-512-516-w.html,,,limited,,,,
-76.0339815,44.2540026975452,school,Spicer Bay School,,,,,,,,,,,,,,
-76.225943,43.0224070975452,school,Split Rock Elementary School,,Split Rock Road,4151,13031,NY,Camillus,https://westgenesee.org/SplitRockES/splitrock_home.cfm,315 487 4656,,,,,,US
-73.8623568,41.0078753975452,school,Springhurst Elementary School,96,,,,,,,,,,,,,
-78.856703,43.0278348975452,school,Spruce School,176,,,,,,,,,,,,,
-73.8611111,41.1594444975452,school,Squire School,68,,,,,,,,,,,,,
-73.4552204,44.6941757975452,school,Stafford Middle School,,,,,,,,,,,,,,
-75.4416667,43.2105556975452,school,Staley Upper Elementary School,136,,,,,,,,,,,,,
-75.5284902,42.5414451975452,school,Stanford J. Gibson Elementary School,,,,,,,,,,,,,,
-74.809593,42.7775739975452,school,Stanley School,569,,,,,,,,,,,,,
-73.8587468,41.1631509975452,school,St. Ann's Parish School,76,Elizabeth Street,16,10562,,Ossining,,,,,St. Ann’s Catholic Church,,,
-75.8968675,43.9861727975452,school,Starbuck School,146,,,,,,,,,,,,,
-78.8072579,43.1245012975452,school,Starpoint Central School,185,,,,,,,,,,,,,
-74.109411,40.5951015975452,school,Staten Island Academy,81,,,,,,,,,,,,,
-74.1161111,40.5680556975452,school,Staten Island Technical High School,8,,,,,,,,Q7604003,yes,,,,
-73.7556807,42.2114767975452,school,State School for Girls,57,,,,,,,,,,,,,
-76.4252778,42.9516667975452,school,State Street Elementary School,296,,,,,,,,,,,,,
-76.4107693,43.3184017975452,school,State Street School,120,,,,,,,,,,,,,
-73.5726265,40.7889889975452,school,State University College at Old Westbury,71,,,,,,,,,,,,,
-75.9682538,42.0897974975452,school,State University of New York at Binghamton,286,,,,,,,,,,,,,
-78.8208675,42.9531134975452,school,State University of New York at Buffalo - South Campus,208,,,,,,,,,,,,,
-74.9238889,42.2708333975452,school,State University of New York at Delhi,446,,,,,,,,,,,,,
-74.9752778,44.6630556975452,school,State University of New York at Potsdam,133,,,,,,,,,,,,,
-73.1245152,40.9156246975452,school,State University of New York at Stony Brook,38,,,,,,,,,,,,,
-76.1355556,43.0347222975452,school,State University of New York College of Environmental Science and Forestry,170,Forestry Drive,1,13210,NY,Syracuse,,,,,State University of New York,,,US
-73.7956636,40.8068389975452,school,State University of New York Maritime College,4,,,,,,,,Q7603615,,,,,
-73.9121908,40.7016268975452,school,St. Brigid Catholic Academy,,Grove Street,438,,,,https://stbrigidca-brooklyn.org/,+1-718-821-1477,,,,,,
-73.98079,40.7250606975452,school,St. Brigid School,,,,,,,https://www.stbrigidschoolny.com/,,,,,,,
-73.7671404,43.0850210975452,school,St Clements Regional Catholic School,,,,,,,,,,,,,,
-73.61028,40.6408300975452,school,Steele Elementary School,4,,,,,,,,,,,,,
-73.6947222,40.6327778975452,school,Stella K Abraham High School for Girls,3,,,,,,,,,,,,,
-73.8330271,40.5800268975452,school,Stella Maris High School,3,,,,,,,,Q7607094,,,,en:Stella Maris High School,
-79.0408789,43.2000550975452,school,Stella Niagara Seminary,98,,,,,,,,,,,,,
-73.795258,42.6430791975452,school,Stephen And Harriet Myers Middle School,66,,,,,,,,,,,,,
-73.9793055,40.7470462975452,school,Stern College Yeshiva University,16,,,,,,,,,,,,,
-73.6187396,40.7309345975452,school,Stewart School,24,,,,,,,,,,Garden City Schools,,,
-73.9771086,40.6744469975452,school,St. Francis Xavier Catholic Academy,,,,,,,https://www.sfxca-parkslope.org/,+1 718 857 2559,,no,,,,
-73.6386111,42.9477778975452,school,Stillwater Elementary School,27,,,,,,,,,,,,,
-73.6413889,42.9483333975452,school,Stillwater Middle School-High School,29,,,,,,,,,,,,,
-73.6626923,41.9840155975452,school,Stissing Mountain High School,147,,,,,,,,,,,,,
-73.6630261,41.9846065975452,school,Stissing Mountain Middle School,147,,,,,,,,,,,,,
-73.9966587,40.7115067975452,school,St. Joseph School,,Monroe Street,1,10002,NY,New York,,(212) 233-5152,Q7593866,,St. Joseph School,,,
-73.8930803,40.7388687975452,school,St. Mary's Parochial School,,,,,,,,,,,,,,
-73.4255818,43.8462651975452,school,St. Mary's School,,,,,,,,,,,,,,
-75.5937907,42.9825685975452,school,Stockbridge Valley High School,208,,,,,,,,,,,,,
-75.475,43.3000000975452,school,Stokes Elementary School,193,,,,,,,,,,,,,
-75.476843,43.3278473975452,school,Stokes Hill School,329,,,,,,,,,,,,,
-76.2723423,43.0463543975452,school,Stonehedge Elementary School,,Sanderson Drive,400,13031,NY,Camillus,https://westgenesee.org/StonehedgeES/Stonehedge_home.cfm,,,,,,,US
-75.6871282,43.2439580975452,school,Stone School,140,,,,,,,,,,,,,
-73.1388171,40.9051794975452,school,Stony Brook Girls School,33,,,,,,,,,,,,,
-73.6458351,41.1999723975452,school,St. Patrick's School,,,,,,,,,,,,,,
-73.66667,40.7277800975452,school,Stratford Avenue Elementary School,27,,,,,,,,,,,,,
-73.4948931,40.7837149975452,school,Stratford Road School,52,,,,,,,,,,,,,
-73.9719865,41.1225414975452,school,Strawtown Elementary School,54,,,,,,,,,,,,,
-73.9880978,41.1722671975452,school,Street School,57,,,,,,,,,,,,,
-75.462953,43.2289584975452,school,Strough Middle School,142,,,,,,,,,,,,,
-74.6554284,44.7041572975452,school,St. Therese's Academy,,,,,,,,,,,,,,
-74.1158333,41.1008333975452,school,Suffern Montessori School,180,,,,,,,,,,,,,
-74.6865517,41.3775937975452,school,Sullivan Avenue School,143,,,,,,,,,,,,,
-74.6284937,41.7123136975452,school,Sullivan County Community College,383,,,,,,,,,,,,,
-73.5109578,40.7867662975452,school,Summers School,55,,,,,,,,,,,,,
-73.915916,41.1027415975452,school,Summit School,16,North Broadway,339,10960,NY,Nyack,,,,,,,,
-76.1215901,43.0428443975452,school,Sumner School,171,,,,,,,,,,,,,
-79.39,42.1602778975452,school,Sunny Side Living,406,,,,,,,,,,,,,
-76.8355143,43.1800658975452,school,Sunnyside Mission,119,,,,,,,,,,,,,
-73.5087371,40.6676013975452,school,Sunrise Park School,4,,,,,,,,,,,,,
-75.2754433,43.0806253975452,school,Sunset School,161,,,,,,,,,,,,,
-73.6557479,43.3523728975452,school,SUNY Adirondack,106,,,,,,,,,,,,,
-73.9456864,40.6554658975452,school,SUNY-Downstate School of Public Health,,,,,,,https://www.downstate.edu/publichealth/,,,,,,,
-73.9057617,40.7032433975452,school,Supermoon Community Art Space,,Onderdonk Avenue,753,,,,https://supermoomartspace.com,,,,,,,
-74.1251425,40.5973266975452,school,Susan E Wagner High School,91,,,,,,,,,yes,,,,
-73.6648838,42.7164955975452,school,Susan Odell Taylor School,,,,,,,,,,,,,,
-75.823247,42.0767433975452,school,Susquehanna Valley High School,262,,,,,,,,,yes,,,,
-75.7221292,42.9809006975452,school,Swamp School,401,,,,,,,,,,,,,
-74.1026282,42.9139639975452,school,Swart Hill School,171,,,,,,,,,,,,,
-73.420122,40.7681547975452,school,Sweet Hollow School,32,,,,,,,,,,,,,
-74.3573571,42.9653514975452,school,Switzer Hill School,195,,,,,,,,,,,,,
-73.0492442,40.7543882975452,school,Sylvan Avenue Elementary School,9,,,,,,,,,,,,,
-73.4835646,40.8291858975452,school,Syosset High School,68,,,,,,,,,,,,,
-76.1417703,42.9997668975452,school,Syracuse Academy of Science Charter School,,South Salina Street,4837,13205,NY,Syracuse,https://www.sascs.org/,315 469 9404,,,,,,US
-76.1396463,43.0447887975452,school,Syracuse City School District Offices,124,,,,,,,,,,,,,
-76.0734961,43.0440151975452,school,Syracuse Hebrew Day School,,Thompson Road,5655,,,,http://www.shds.org/,+1-315-446-1900,,,,,,
-76.285207,43.0683999975452,school,Syracuse State School,164,,,,,,,,,,,,,
-76.1163889,43.0127778975452,school,Syracuse University Institute for Sensory Research,0,,,,,,,,,,,,,
-76.1338889,43.0422222975452,school,Syracuse University School of Management,0,,,,,,,,,,,,,
-76.1291667,43.0419444975452,school,Syracuse University School of Nursing,0,,,,,,,,,,,,,
-73.9281774,41.6938638975452,school,Tabernacle Christian Academy,52,,,,,,,,,,,,,
-73.9906331,40.7138631975452,school,Talent Prep,,East Broadway,155,10002,NY,New York,https://talentprep.org,(917) 636-8113,,,Talent Prep,,,
-73.9626396,40.7018969975452,school,Talmud Torah Dnitra,5,,,,,,,,,,,,,
-73.9519987,40.7061555975452,school,Talmud Torah of Kasho,7,Penn Street,324,11211,,,,,,,,,,
-73.9618226,40.7049431975452,school,Talmud Torah Tashbar,15,,,,,,,,,,,,,
-73.9621416,40.7008684975452,school,Talmud Torah Toldos Hillel-Krasna,4,Hewes Street,35,11249,,,,,,,,,,
-73.568542,42.7507544975452,school,Tamarac Elementary School,,,,,,,,,,,,,,
-73.5663104,42.7504865975452,school,Tamarac High School,,,,,,,,,,,,,,
-73.5667921,42.7509667975452,school,Tamarac Middle School,,,,,,,,,,,,,,
-73.6613889,43.2811111975452,school,Tanglewood Elementary School,103,,,,,,,,,,,,,
-77.3513776,43.0953410975452,school,Tannery School,156,,,,,,,,,,,,,
-78.8705635,42.9019864975452,school,Tapestry Charter School,,,,,,,,,,,,,,
-73.8526348,41.0731522975452,school,Tappan Hill School,126,,,,,,,,,,,,,
-73.9224116,41.0367568975452,school,Tappan Zee Elementary School,56,,,,,,,,,,,,,
-73.9540164,41.0490834975452,school,Tappan Zee High School,66,,,,,,,,,,,,,
-73.9936111,40.7388889975452,school,Taylor Business Institute,11,,,,,,,,,,,,,
-73.9238889,40.6661111975452,school,Teachers Preparatory School,16,,,,,,,,,,,,,
-73.9239754,40.6661940975452,school,Teachers Preparatory Secondary School,16,,,,,,,,,,,,,
-73.835999,42.6918845975452,school,Tech Valley High School,,Tricentenial Drive,24246,,NY,Albany,,,,,,,,US
-78.8286459,42.9817242975452,school,Temple Beth-El School,181,,,,,,,,,,,,,
-78.8083673,42.9825576975452,school,Temple Beth-zion School,181,,,,,,,,,,,,,
-73.72152,40.8070454975452,school,Temple Emanuel School,30,,,,,,,,,,,,,
-73.741243,40.7953791975452,school,Temple Israel School,15,,,,,,,,,,,,,
-78.6919737,42.9033920975452,school,Terrace School,204,,,,,,,,,,,,,
-77.7950082,43.2028389975452,school,Terry Taylor Elementary,148,,,,,,,,,,,,,
-73.7872561,42.6460320975452,school,The Albany Academy,64,Academy Road,135,12208,NY,Albany,,,,,,,,
-73.9378534,40.8079969975452,school,The Children's Storefront Academy,,East 129th Street,59,10035,NY,New York,,,,,,,,
-73.7651321,41.0403750975452,school,The College of White Plains of Pace University,92,,,,,,,,,,,,,
-76.1513134,43.0750668975452,school,The Convent School,151,,,,,,,,,,,,,
-73.6309934,40.7039809975452,school,The Crescent School,,Front Street,130,,,,,,,,,,,
-73.3437302,40.7917653975452,school,The Hills School,36,,,,,,,,,,,,,
-73.8226104,42.9068913975452,school,The Jonesville Academy (Historical),100,,,,,,,,,,,,,
-73.9829166,40.7739902975452,school,The Juilliard School,21,,,,,,,,Q503246,,,,,
-73.7713419,41.4980010975452,school,The Madden School,,,,,,,,,,,,,,
-73.8698571,41.0109308975452,school,The Masters School,84,,,,,,,,Q6785436,,,,,
-76.333206,43.1637340975452,school,Theodore R Durgee Junior High School,129,,,,,,,,,,,,,
-73.888747,40.8595444975452,school,Theodore Roosevelt High School,22,,,,,,,,Q7781995,,,,,
-74.1937416,42.9403522975452,school,Theodore Roosevelt Junior High School,89,,,,,,,,,,,,,
-75.9610864,42.1076156975452,school,Theodore Roosevelt School,259,,,,,,,,,,,,,
-73.57985,40.6742685975452,school,Theodore Roosevelt School,9,,,,,,,,,,,,,
-74.1373656,40.5728815975452,school,The Richmondtown School,8,,,,,,,,,no,,,,
-73.9942882,40.7003182975452,school,The Robert Fulton School,,,,,,,,,,,,,,
-73.9950746,40.7389807975452,school,The Sixth Avenue Elementary School - PS340,,West 17th Street,64,10011,,New York,https://ps-340-sixth-avenue-elementary-school.echalksites.com/,+1 917 305 1000,,,The New York City Department of Education,,,
-73.5573472,40.8648212975452,school,The State University Conference Center,68,,,,,,,,,,,,,
-73.7770083,40.7213058975452,school,The Summit School,42,Grand Central Parkway,187-30,11432,NY,Jamaica,https://www.summitqueens.com,+1-718-264-2931,Q7637868,,,,,
-73.5374486,40.8757898975452,school,The Teaching Studios of Art,,,,,,,,,,,,,,
-73.9558478,40.8156522975452,school,The Urban Assembly Institute for New Technologies (M410),10,West 129th Street,509,10027,NY,New York,https://urbanassembly.org/,,,,,,,
-73.8129112,40.9198213975452,school,The Wartburg School,29,,,,,,,,,,,,,
-74.0157463,41.2088774975452,school,Thiells Elementary School,87,,,,,,,,,,,,,
-79.0455996,43.0881112975452,school,Thirteenth Street School,178,,,,,,,,,,,,,
-79.0161543,43.0925558975452,school,Thirtyninth Street School,174,,,,,,,,,,,,,
-77.4722183,43.2200627975452,school,Thomas High School,116,,,,,,,,,,,,,
-75.2180556,43.1236111975452,school,Thomas Jefferson Elementary School,141,,,,,,,,,,,,,
-75.9407527,42.1050754975452,school,Thomas Jefferson School,264,,,,,,,,,,,,,
-73.3552681,40.8663698975452,school,Thomas J Lahey Elementary School,70,,,,,,,,,yes,,,,
-78.8192051,43.3078333975452,school,Thomas Marks Elementary School,87,,,,,,,,,,,,,
-78.7905556,42.9647222975452,school,Thomas Reynolds Center For Special Education,198,,,,,,,,,,,,,
-74.6612664,42.2523082975452,school,Thompson Hollow School,631,,,,,,,,,,,,,
-73.8818018,40.9720425975452,school,Thompson Institute,86,,,,,,,,,,,,,
-75.0346438,44.6400594975452,school,Thompson School,134,,,,,,,,,,,,,
-75.8871447,43.9678402975452,school,Thompson School,165,,,,,,,,,,,,,
-77.5102743,43.0570075975452,school,Thornell Road School,178,,,,,,,,,,,,,
-73.7825,40.9336111975452,school,Thornton-Donovan School,51,,,,,,,,Q7796499,,,,,
-73.9560607,40.6103160975452,school,Three Hierarchs School,7,,,,,,,,,,,,,
-73.9474899,40.8171503975452,school,Thurgood Marshall Academy for Learning,10,,,,,,,,,,,,,
-74.9137641,42.8028511975452,school,Thurston Hill School,464,,,,,,,,,,,,,
-73.441836,43.8365226975452,school,Ticonderoga Elementary and Middle School,,,,,,,,,,,,,,
-73.4273413,43.8422182975452,school,Ticonderoga High School,,,,,,,,,Q7800747,,,,,
-73.9491762,40.7050203975452,school,Tiferes Bnos Girls School,4,,,,,,,,,,,,,
-74.0636111,41.8297222975452,school,Tillson School,73,,,,,,,,,,,,,
-76.3516667,42.0658333975452,school,Tioga Center Christian School,252,,,,,,,,,,,,,
-76.3536111,42.0586111975452,school,Tioga Elementary School,248,,,,,,,,,,,,,
-76.3502778,42.0566667975452,school,Tioga Middle School,246,,,,,,,,,,,,,
-76.3511111,42.0577778975452,school,Tioga Senior High School,247,,,,,,,,,,,,,
-73.87,41.6677778975452,school,Titusville Intermediate School,54,,,,,,,,,,,,,
-73.3798335,42.7375788975452,school,Toad Point School,359,,,,,,,,,,,,,
-73.8170787,41.1481512975452,school,Todd Elementary School,80,,,,,,,,,,,,,
-76.2829246,42.4984441975452,school,Tompkins Cortland Community College,,Tompkins Cortland Community College,170,13053,ny,Dryden,,,,,,,,
-76.1821477,43.0475665975452,school,Tompkins School,141,,,,,,,,,,,,,
-73.36444,40.7147200975452,school,Tooker Avenue Elementary School,10,,,,,,,,,,,,,
-75.2826651,42.9528479975452,school,Tophet School,434,,,,,,,,,,,,,
