X,Y,tourism,name,addr:street,addr:housenumber,addr:postcode,website,addr:city,information,addr:state,operator,phone,description,wikidata,ele,artwork_type,hiking,wheelchair,name:en,internet_access,opening_hours,wikipedia,artist_name,email,addr:country,start_date,amenity,attraction,direction_south,direction_southwest,direction_northeast,direction_southeast,direction_west,direction_north,smoking,board_type,direction_east,internet_access:fee,direction_northwest,ref,rooms
-77.6013949,43.1526554975452,museum,National Museum of Play at The Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7732739,43.0760993975452,museum,National Museum of Racing and Hall of Fame,Union Avenue,191,12866,,SARATOGA SPRINGS,,NY,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0137472,40.7040265975452,museum,National Museum of the American Indian,,,10004,,New York,,NY,,+12125143700,,,3,,,yes,,,"Fr-We 10:00-17:00; Th 10:00-20:00",,,,,,,,,,,,,,,,,,,,
-74.058916,41.4716110975452,museum,National Purple Heart Hall of Honor,Temple Hill Road,374,12553,https://www.thepurpleheart.com/,New Windsor,,NY,,845-561-1765,,,,,,,,,Monday - Closed | Tuesday - Saturday 10am 5pm | Sunday 1pm 5pm,,,,,,,,,,,,,,,,,,,,
-75.1113,42.4480000975452,museum,National Soccer Hall of Fame and Museum (closed),,,,,,,NY,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.6030556,41.4586111975452,museum,Neversink Valley Area Museum,,,,,,,NY,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.1022726,40.6439214975452,museum,Newhouse Center for Contemporary Art,,,,,,,,,,,Q7018212,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
-74.0136808,40.6915542975452,museum,New York City Police Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.989968,40.6905048975452,museum,New York City Transit Museum,Schermerhorn Street,99,11201,http://mta.info/mta/museum/index.html,Brooklyn,,NY,MTA,,,Q1503777,,,,limited,,,"Tu-Fr 10:00-16:00; Sa-Su 11:00-17:00",,,,,,,,,,,,,,,,,,,,
-78.6934753,43.1705883975452,museum,New York State Erie Canal Museum at Locks 34 & 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.7100709,43.0163810975452,museum,New York State Museum of Transportation,,,,,,,,,,,Q7013796,,,,,,,,en:New York Museum of Transportation,,,,,,,,,,,,,,,,,,,
-73.4655288,44.6933396975452,museum,Nina Winkel Sculpture Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.1017711,40.6443040975452,museum,Noble Maritime Museum,,,,http://www.noblemaritime.org/,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
-75.521685,42.5365720975452,museum,Northeast Classic Car Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4474794,40.7749216975452,museum,Old Bethpage Village Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5808333,43.2616667975452,museum,Old Fort Museum,,,,,,,NY,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.3018001,42.6772976975452,museum,Old Stone Fort Museum,,,,,,,NY,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.6046193,43.0603363975452,museum,Oneida Community Mansion House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.1491511,43.0478818975452,museum,Onondaga Historical Association Museum & Research Center,Montgomery Street,321,13202,https://www.cnyhistory.org/,Syracuse,,NY,,315 428 1864,,,,,,,,,"We-Fr 10:00-16:00; Sa-Su 11:00-16:00",,,,US,,,,,,,,,,,,,,,,
-78.7433029,42.7669762975452,museum,Orchard Park Historical Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.066526,43.0866434975452,museum,Orin Lehman Visitor Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5322676,40.8742883975452,museum,Oyster Bay Railroad Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5360566,43.9228998975452,museum,Penfield Homestead Museum,,,,,,,,,,,Q6073317,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.7060517,44.1577552975452,museum,Philadelphia Historical Society,,,,https://hsp.org/,,,,,,,Q5773954,,,,,,,,en:Historical Society of Pennsylvania,,,,,,,,,,,,,,,,,,,
-73.4660496,44.6937601975452,museum,Plattsburgh State Art Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.6877778,41.3797222975452,museum,Port Jervis Fireman Museum,,,,,,,NY,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4322544,42.3147125975452,museum,Pratt Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7781681,42.7319812975452,museum,Pruyn House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9298161,41.2877030975452,museum,Railroad Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.5174445,41.9239131975452,museum,Red Hill Observer's Cabin & Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9929044,40.7224177975452,museum,Rhizome,Bowery,235,10002,,New York,,NY,Zachary Kaplan,(646) 552-2313,"A non-profit organization and museum for Internet art, housed in the New Museum.",,,,,,,,,,,info@rhizome.org,,,,,,,,,,,,,,,,,
-77.6084103,43.1569805975452,museum,Rochester Auto Museum,East Main Street,140,14604,https://rochesterautomuseum.com/,Rochester,,NY,,+1-800-398-3029,Classic car museum,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
-77.6008013,43.1564738975452,museum,Rochester Contemporary Art Center,,,,http://www.rochestercontemporary.org/,,,,,(585) 461-2222,,Q7353972,,,,,,,,en:Rochester Contemporary Art Center,,,,,,,,,,,,,,,,,,,
-77.5600124,43.1524228975452,museum,Rochester Medical Museum and Archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5873915,43.1526447975452,museum,Rochester Museum and Science Center,East Avenue,657,14607,https://rmsc.org/,Rochester,,,,585-271 4320,,Q7354000,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7340929,40.6089388975452,museum,Rock Hall Museum,,,,,,,NY,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.4545373,43.2122478975452,museum,Rome Historical Society,Church Street,200,13440,http://www.romehistoricalsociety.org/,Rome,,NY,Executive Director: Art Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.5033825,43.2262001975452,museum,Rome Sports Hall of Fame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9977377,40.7400959975452,museum,Rubin Museum of Art,West 17th Street,150,10011,http://rubinmuseum.org/,New York,,NY,,+1-212-620-5000,,Q63751,,,,,,,,en:Rubin Museum of Art,,,,,,,,,,,,,,,,,,,
-73.8969221,40.5881537975452,museum,Ryan Visitor Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8402778,41.3536111975452,museum,Schoolhouse Museum,,,,,,,NY,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5025079,43.1821699975452,museum,School Number 9 (historical),Creek Street,1363,14526,,Penfield,,NY,Town of Penfield,,Dayton's Corner School,,142,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.8450378,42.3476793975452,museum,Schuyler County Historical Society,North Catherine Street,108,14865,,Montour Falls,,,,1-607-535-9741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7013321,40.8153928975452,museum,Science Museum of Long Island,,,,,,,NY,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.504024,42.4497613975452,museum,Sciencenter,1st Street,601,14850,http://www.sciencenter.org/,Ithaca,,,,,,Q7433718,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4879237,40.6685331975452,museum,Seaford Historical Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7463144,42.1593681975452,museum,Seneca Iroquois National Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.566525,42.9295716975452,museum,Seward House Museum,South Street,33,13021,,Auburn,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5823377,42.4375831975452,museum,Shaker Museum,,,,,,,NY,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.43344,40.8851419975452,museum,Shinnecock Indian Cultural Museum,Montauk Highway,130,11968,,Shinnecock Hills,,,,(631) 287-4923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0766559,40.6424957975452,museum,Show Gallery Studio,,,,http://www.showhownyc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.3452586,43.0912938975452,museum,Shushan Covered Bridge Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8642639,41.1610004975452,museum,Sing Sing Prison Museum,Main Street,127,10562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.1060163,44.4955065975452,museum,Six Nations Indian Museum,,,,,,,,,,,,,,,,,,Tu-Su 10:00-17:00,,,,,,,,,,,,,,,,,,,,
-74.0177051,40.7057229975452,museum,Skyscraper Museum,Battery Place,39,10280,,New York,,NY,,,,Q2915494,,,,yes,,,"12-6, Weds-Sun",en:Skyscraper Museum,,,,,,,,,,,,,,,,,,,
-74.0036758,40.7066280975452,museum,South Street Seaport Museum,Fulton Street,12,10038,https://southstreetseaportmuseum.org/,,,,,+12127488600,,Q16025238,,,,,,,We-Su 11:00-16:00,,,,,,,,,,,,,,,,,,,,
-73.9878179,40.7045992975452,museum,Spark Brooklyn Children's Museum Annex,John Street,1,11201,http://www.brooklynkids.org/spark/,Brooklyn,,,Brooklyn Children's Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.5395118,42.0012192975452,museum,S.R.A.C. Susquehanna River Archaeological Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.1019543,40.6424514975452,museum,Staten Island Children's Museum,,,,,,,,,,,Q7603985,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
-74.1024443,40.6444649975452,museum,Staten Island Museum,,,,,,,,,,,Q1140168,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
-78.8435791,42.8647537975452,museum,Steel Plant Museum of Western New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5421512,43.1398716975452,museum,Stone Tolan House,,,,,,,,,,,Q7618829,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5868098,43.1521643975452,museum,Strasenburgh Planetarium,,,,,,,,,,,Q7621701,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9411241,40.8303914975452,museum,Sugar Hill Children's Museum of Art and Story Telling,Saint Nicholas Avenue,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
-74.6852778,41.6555556975452,museum,Sullivan County Historical Society Museum,,,,,,,NY,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6280045,43.1532425975452,museum,Susan B. Anthony House,,,,,,,,,,,Q7647528,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4833333,40.6677778975452,museum,Tackapausha Museum,,,,,,,NY,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4833333,40.6677778975452,museum,Tackapausha Museum Library,,,,,,,NY,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7859407,43.0953765975452,museum,Tang Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.9278829,42.1016775975452,museum,The Bundy Museum of History and Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.3329761,42.5962695975452,museum,The Dr. Best House & Medical Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9965632,40.7215010975452,museum,The Glass Room,Mulberry Street,201,10012,,New York,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9906463,40.7502679975452,museum,The Houdini Museum of New York,,,,http://www.houdinimuseumny.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.634441,43.3102646975452,museum,The Hyde Collection,Warren Street,161,12801,https://hydecollection.org/,Glens Falls,,NY,,+1-518-792-1761,,Q7741188,,,,,,,,en:The Hyde Collection,,,,,,,,,,,,,,,,,,,
-73.4578238,44.0434370975452,museum,The Iron Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9639632,40.7734687975452,museum,The Met Breuer,Madison Avenue,945,,,,,,,,,Q23011166,,,,,,,"Tu-We, Sa-Su 10:00-17:30; Th-Fr 10:00-21:00",en:Met Breuer,,,,,,,,,,,,,,,,,,,
-73.9319228,40.8648684975452,museum,The Met cloisters,Fort Tryon Place,,,,,,,,,,,,,,,The Met cloisters,,,,,,,,,,,,,,,,,,,,,,
-73.9814793,40.7491907975452,museum,The Morgan Library & Museum,,,,,,,,,,,Q1478423,,,,,The Morgan Library & Museum,,,,,,,,,,,,,,,,,,,,,,
-73.9941473,40.7466544975452,museum,The Museum at FIT,,,,http://www.fitnyc.edu/museum.asp,,,,The Museum at FIT,,,,,,,,,,"Tu-Fr 12:00-20:00; Sa 10:00-17:00",,,,,,,,,,,,,,,,,,,,
-78.8727278,42.9016072975452,museum,Theodore Roosevelt Inaugural National Historic Site,,,,,,,,,,,Q7782001,204,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4588889,41.3925000975452,museum,The Pines Museum,,,,,,,NY,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.99882,40.7284684975452,museum,The Renee and Chaim Gross Foundation,Laguardia Place,526,10012,http://www.rcgrossfoundation.org/,New York,,NY,,+1-212-529-4906,,Q24259668,,,,,,,"Th,Fr 13:00-17:00",,,,,,,,,,,,,,,,,,,,
-77.0528421,42.1425989975452,museum,The Rockwell Museum,Cedar Street,111,14830,http://rockwellmuseum.org/,Corning,,NY,,+1-607-937-5386,,Q18157765,,,,,,,,en:Rockwell Museum,,,,,,,,,,,,,,,,,,,
-73.947616,40.8084179975452,museum,The Studio Museum In Harlem,West 125th Street,144,10027,,,,,,,,Q903403,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7788711,42.6520450975452,museum,The Throop Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0159547,40.6927237975452,museum,The Trust for Governors Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4386401,44.2198250975452,museum,The Wild Center,,,,,,,,,,,Q8000583,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9258934,40.8285709975452,museum,The Yankees Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7916667,40.9352778975452,museum,Thomas Paine National Historic Museum,,,,,,,NY,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.8785612,43.0170450975452,museum,Tonawanda Historical Society,Main Street,113,14150,,Tonawanda,,,,716-694-7406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.6127146,42.7726166975452,museum,Toy Town Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.588969,41.2574100975452,museum,Trailside nature museum,Reservation Road,,,,,,,Westchester County Parks,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
-73.7543571,42.6611440975452,museum,Underground Railroad History Project of the Capital Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9534163,40.7426888975452,museum,Underpenny Museum Antique & Collectables,50th Avenue,10-13,,,,,,,+1-917-517-1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6463889,40.7944444975452,museum,Van Nostrand - Starkins House And Museum,,,,,,,NY,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.2198113,43.0741102975452,museum,Wagon Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.1851629,42.9398163975452,museum,Walter Elwood Museum,Church Street,100,12010,,Amsterdam,,NY,,,,,,,,,,,Mo-Fr 09:00-16:00,,,,,,,,,,,,,,,,,,,,
-73.5102778,40.6805556975452,museum,Wantagh Museum,,,,,,,NY,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6951762,42.7809377975452,museum,Waterford Historial Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7014818,42.7261100975452,museum,Watervliet Historical Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.639922,43.3099081975452,museum,World Awareness Children's Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9938889,40.7377778975452,museum,Yeshiva University Museum,,,,,,,NY,,,,Q8052851,11,,,,,,,en:Yeshiva University Museum,,,,,,,,,,,,,,,,,,,
-73.2630947,43.4062386975452,museum,,,,,,,,NY,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4653639,42.2091917975452,office,Chautauqua Institution Visitors Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7808429,42.8450269975452,picnic_site,Amanda's Place Pavilion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.1805402,41.7349763975452,picnic_site,Area closed for camping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5645827,43.5981469975452,picnic_site,Black Mt Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5313028,43.6065318975452,picnic_site,Black Mt Summit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4578024,44.0475743975452,picnic_site,Bluff overlooking lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4567456,44.0363878975452,picnic_site,Bulwagga Bay Pavillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.4835744,43.9149667975452,picnic_site,Buttermilk Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.9682132,42.6377443975452,picnic_site,Cheningo Day Use Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5821578,43.5738167975452,picnic_site,Commission Pt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4415771,44.6972454975452,picnic_site,Dock Street Landing and Waterfront Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.015119,43.0086313975452,picnic_site,Eco Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.539882,43.5741274975452,picnic_site,Fishbrook Pond Picnic Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6162548,43.5542870975452,picnic_site,Huckleberry Island,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8241834,40.6167650975452,picnic_site,Jamaica Bay Wildlife Refuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.1149952,41.1462677975452,picnic_site,Kakiat Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.3733989,40.6874581975452,picnic_site,Lindenhurst Town Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6115341,43.5540817975452,picnic_site,Log Bay Island,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.4479619,41.0159658975452,picnic_site,Picknick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6711909,43.0837922975452,picnic_site,Picnic Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6205159,43.5740677975452,picnic_site,Pine Island,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.45203,44.0517964975452,picnic_site,Powerhouse Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.0358987,43.6257522975452,picnic_site,Remsen Falls Picnic Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.2897566,42.9394882975452,picnic_site,Schoharie Crossing Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9183446,40.8609689975452,picnic_site,Sherman Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.9944759,42.6198321975452,picnic_site,St Helena Picnic Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.9225273,42.7028321975452,picnic_site,"""The Hunter"" bronze statue",,,,,,,,Cooperstown Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6984089,43.4196018975452,picnic_site,Usher Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5812473,43.5998640975452,picnic_site,West Dollar Is Day Use Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.2390866,43.1160845975452,picnic_site,Willow Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4586338,44.0428239975452,picnic_site,Witherbee Park and Bandstand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6422737,43.3366846975452,picnic_site,,Cronin Road,140,12804,,Queensbury,,,Tri City Rentals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.8745411,42.3716450975452,picnic_site,,,,,,,,,Watkins Glen State Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.8748407,42.3726074975452,picnic_site,,,,,,,,,Watkins Glen State Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.8753097,42.3726074975452,picnic_site,,,,,,,,,Watkins Glen State Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.902876,42.9143630975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,bench,,,,,,,,,,,,,,
-78.8704723,42.8697861975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,picnic_table,,,,,,,,,,,,,,
-78.8705206,42.8698249975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,picnic_table,,,,,,,,,,,,,,
-78.8541927,43.0215217975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,picnic_table,,,,,,,,,,,,,,
-78.8545273,43.0216289975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,picnic_table,,,,,,,,,,,,,,
-78.8549341,43.0219665975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,picnic_table,,,,,,,,,,,,,,
-78.739714,43.0138829975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,shelter,,,,,,,,,,,,,,
-78.7399286,43.0140163975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,shelter,,,,,,,,,,,,,,
-78.8431891,43.0192687975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,shelter,,,,,,,,,,,,,,
-78.8330314,43.0227702975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,shelter,,,,,,,,,,,,,,
-78.8436734,43.0195652975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,shelter,,,,,,,,,,,,,,
-78.8442172,43.0195228975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,shelter,,,,,,,,,,,,,,
-78.9420342,43.0314197975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,shelter,,,,,,,,,,,,,,
-71.9886265,41.0474403975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.3918952,40.8819138975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.7318246,40.9212586975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.884924,40.5861719975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9357958,40.5968696975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9357673,40.5969935975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9358709,40.5969239975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5115088,40.6432651975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5117007,40.6432525975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5112587,40.6435566975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5114343,40.6437565975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5117595,40.6432867975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6434187,40.6825895975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6436983,40.6833535975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6459609,40.6819858975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5997141,40.7128889975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5973065,40.7175971975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.568692,40.7246424975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5688315,40.7250082975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5683009,40.7274969975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.571327,40.7282209975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5717025,40.7285949975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.570812,40.7297982975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5720351,40.7296275975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5714879,40.7298632975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5724428,40.7297982975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5786032,40.7289483975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5781713,40.7293059975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5781445,40.7295459975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5785894,40.7297169975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5781338,40.7299340975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.5791906,40.7297308975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9646228,40.6654117975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9725296,40.6638259975452,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
